party,date,tweet_count
Democrat,2012-04-15,14
Republican,2012-04-15,9
Democrat,2012-04-16,46
Republican,2012-04-16,85
Democrat,2012-04-17,79
Republican,2012-04-17,109
Democrat,2012-04-18,71
Republican,2012-04-18,77
Democrat,2012-04-19,61
Republican,2012-04-19,90
Democrat,2012-04-20,67
Republican,2012-04-20,78
Democrat,2012-04-21,20
Republican,2012-04-21,31
Democrat,2012-04-22,35
Republican,2012-04-22,14
Democrat,2012-04-23,73
Republican,2012-04-23,94
Democrat,2012-04-24,69
Republican,2012-04-24,104
Democrat,2012-04-25,92
Republican,2012-04-25,93
Democrat,2012-04-26,82
Republican,2012-04-26,113
Democrat,2012-04-27,83
Republican,2012-04-27,112
Democrat,2012-04-28,40
Republican,2012-04-28,19
Democrat,2012-04-29,18
Republican,2012-04-29,18
Democrat,2012-04-30,54
Republican,2012-04-30,70
Democrat,2012-05-01,50
Republican,2012-05-01,54
Democrat,2012-05-02,74
Republican,2012-05-02,66
Democrat,2012-05-03,81
Republican,2012-05-03,66
Democrat,2012-05-04,63
Republican,2012-05-04,66
Democrat,2012-05-05,54
Republican,2012-05-05,24
Democrat,2012-05-06,32
Republican,2012-05-06,13
Democrat,2012-05-07,71
Republican,2012-05-07,59
Democrat,2012-05-08,93
Republican,2012-05-08,76
Democrat,2012-05-09,114
Republican,2012-05-09,93
Democrat,2012-05-10,74
Republican,2012-05-10,70
Democrat,2012-05-11,71
Republican,2012-05-11,67
Democrat,2012-05-12,28
Republican,2012-05-12,17
Democrat,2012-05-13,29
Republican,2012-05-13,28
Democrat,2012-05-14,74
Republican,2012-05-14,53
Democrat,2012-05-15,59
Republican,2012-05-15,87
Democrat,2012-05-16,90
Republican,2012-05-16,68
Democrat,2012-05-17,104
Republican,2012-05-17,64
Democrat,2012-05-18,74
Republican,2012-05-18,41
Democrat,2012-05-19,46
Republican,2012-05-19,24
Democrat,2012-05-20,35
Republican,2012-05-20,14
Democrat,2012-05-21,78
Republican,2012-05-21,70
Democrat,2012-05-22,81
Republican,2012-05-22,70
Democrat,2012-05-23,89
Republican,2012-05-23,64
Democrat,2012-05-24,71
Republican,2012-05-24,74
Democrat,2012-05-25,70
Republican,2012-05-25,52
Democrat,2012-05-26,39
Republican,2012-05-26,26
Democrat,2012-05-27,22
Republican,2012-05-27,15
Democrat,2012-05-28,70
Republican,2012-05-28,44
Democrat,2012-05-29,87
Republican,2012-05-29,79
Democrat,2012-05-30,73
Republican,2012-05-30,60
Democrat,2012-05-31,72
Republican,2012-05-31,50
Democrat,2012-06-01,89
Republican,2012-06-01,58
Democrat,2012-06-02,46
Republican,2012-06-02,25
Democrat,2012-06-03,23
Republican,2012-06-03,9
Democrat,2012-06-04,64
Republican,2012-06-04,49
Democrat,2012-06-05,105
Republican,2012-06-05,65
Democrat,2012-06-06,85
Republican,2012-06-06,90
Democrat,2012-06-07,83
Republican,2012-06-07,68
Democrat,2012-06-08,68
Republican,2012-06-08,76
Democrat,2012-06-09,35
Republican,2012-06-09,46
Democrat,2012-06-10,27
Republican,2012-06-10,24
Democrat,2012-06-11,52
Republican,2012-06-11,56
Democrat,2012-06-12,84
Republican,2012-06-12,63
Democrat,2012-06-13,67
Republican,2012-06-13,59
Democrat,2012-06-14,123
Republican,2012-06-14,109
Democrat,2012-06-15,91
Republican,2012-06-15,63
Democrat,2012-06-16,71
Republican,2012-06-16,40
Democrat,2012-06-17,23
Republican,2012-06-17,29
Democrat,2012-06-18,55
Republican,2012-06-18,40
Democrat,2012-06-19,91
Republican,2012-06-19,65
Democrat,2012-06-20,77
Republican,2012-06-20,83
Democrat,2012-06-21,85
Republican,2012-06-21,51
Democrat,2012-06-22,65
Republican,2012-06-22,35
Democrat,2012-06-23,29
Republican,2012-06-23,46
Democrat,2012-06-24,18
Republican,2012-06-24,8
Democrat,2012-06-25,100
Republican,2012-06-25,60
Democrat,2012-06-26,95
Republican,2012-06-26,62
Democrat,2012-06-27,108
Republican,2012-06-27,63
Democrat,2012-06-28,145
Republican,2012-06-28,131
Democrat,2012-06-29,91
Republican,2012-06-29,63
Democrat,2012-06-30,53
Republican,2012-06-30,24
Democrat,2012-07-01,30
Republican,2012-07-01,11
Democrat,2012-07-02,93
Republican,2012-07-02,55
Democrat,2012-07-03,74
Republican,2012-07-03,44
Democrat,2012-07-04,99
Republican,2012-07-04,67
Democrat,2012-07-05,50
Republican,2012-07-05,55
Democrat,2012-07-06,45
Republican,2012-07-06,39
Democrat,2012-07-07,30
Republican,2012-07-07,28
Democrat,2012-07-08,20
Republican,2012-07-08,2
Democrat,2012-07-09,63
Republican,2012-07-09,44
Democrat,2012-07-10,69
Republican,2012-07-10,55
Democrat,2012-07-11,89
Republican,2012-07-11,104
Democrat,2012-07-12,77
Republican,2012-07-12,83
Democrat,2012-07-13,72
Republican,2012-07-13,68
Democrat,2012-07-14,59
Republican,2012-07-14,40
Democrat,2012-07-15,22
Republican,2012-07-15,13
Democrat,2012-07-16,74
Republican,2012-07-16,59
Democrat,2012-07-17,104
Republican,2012-07-17,61
Democrat,2012-07-18,110
Republican,2012-07-18,69
Democrat,2012-07-19,97
Republican,2012-07-19,65
Democrat,2012-07-20,75
Republican,2012-07-20,59
Democrat,2012-07-21,39
Republican,2012-07-21,26
Democrat,2012-07-22,23
Republican,2012-07-22,8
Democrat,2012-07-23,67
Republican,2012-07-23,51
Democrat,2012-07-24,90
Republican,2012-07-24,56
Democrat,2012-07-25,90
Republican,2012-07-25,71
Democrat,2012-07-26,72
Republican,2012-07-26,66
Democrat,2012-07-27,107
Republican,2012-07-27,56
Democrat,2012-07-28,58
Republican,2012-07-28,23
Democrat,2012-07-29,25
Republican,2012-07-29,10
Democrat,2012-07-30,113
Republican,2012-07-30,43
Democrat,2012-07-31,121
Republican,2012-07-31,66
Democrat,2012-08-01,87
Republican,2012-08-01,92
Democrat,2012-08-02,78
Republican,2012-08-02,72
Democrat,2012-08-03,64
Republican,2012-08-03,70
Democrat,2012-08-04,59
Republican,2012-08-04,44
Democrat,2012-08-05,43
Republican,2012-08-05,15
Democrat,2012-08-06,82
Republican,2012-08-06,39
Democrat,2012-08-07,110
Republican,2012-08-07,75
Democrat,2012-08-08,90
Republican,2012-08-08,85
Democrat,2012-08-09,88
Republican,2012-08-09,61
Democrat,2012-08-10,68
Republican,2012-08-10,55
Democrat,2012-08-11,78
Republican,2012-08-11,69
Democrat,2012-08-12,56
Republican,2012-08-12,21
Democrat,2012-08-13,66
Republican,2012-08-13,40
Democrat,2012-08-14,84
Republican,2012-08-14,47
Democrat,2012-08-15,66
Republican,2012-08-15,66
Democrat,2012-08-16,77
Republican,2012-08-16,67
Democrat,2012-08-17,49
Republican,2012-08-17,62
Democrat,2012-08-18,39
Republican,2012-08-18,29
Democrat,2012-08-19,16
Republican,2012-08-19,12
Democrat,2012-08-20,61
Republican,2012-08-20,66
Democrat,2012-08-21,56
Republican,2012-08-21,65
Democrat,2012-08-22,73
Republican,2012-08-22,68
Democrat,2012-08-23,57
Republican,2012-08-23,71
Democrat,2012-08-24,94
Republican,2012-08-24,68
Democrat,2012-08-25,45
Republican,2012-08-25,35
Democrat,2012-08-26,36
Republican,2012-08-26,21
Democrat,2012-08-27,71
Republican,2012-08-27,69
Democrat,2012-08-28,102
Republican,2012-08-28,114
Democrat,2012-08-29,87
Republican,2012-08-29,120
Democrat,2012-08-30,98
Republican,2012-08-30,91
Democrat,2012-08-31,60
Republican,2012-08-31,76
Democrat,2012-09-01,32
Republican,2012-09-01,22
Democrat,2012-09-02,22
Republican,2012-09-02,17
Democrat,2012-09-03,58
Republican,2012-09-03,36
Democrat,2012-09-04,85
Republican,2012-09-04,73
Democrat,2012-09-05,162
Republican,2012-09-05,68
Democrat,2012-09-06,171
Republican,2012-09-06,53
Democrat,2012-09-07,136
Republican,2012-09-07,91
Democrat,2012-09-08,31
Republican,2012-09-08,50
Democrat,2012-09-09,37
Republican,2012-09-09,14
Democrat,2012-09-10,76
Republican,2012-09-10,54
Democrat,2012-09-11,109
Republican,2012-09-11,101
Democrat,2012-09-12,95
Republican,2012-09-12,78
Democrat,2012-09-13,82
Republican,2012-09-13,97
Democrat,2012-09-14,60
Republican,2012-09-14,57
Democrat,2012-09-15,54
Republican,2012-09-15,35
Democrat,2012-09-16,32
Republican,2012-09-16,15
Democrat,2012-09-17,69
Republican,2012-09-17,90
Democrat,2012-09-18,106
Republican,2012-09-18,92
Democrat,2012-09-19,89
Republican,2012-09-19,76
Democrat,2012-09-20,90
Republican,2012-09-20,97
Democrat,2012-09-21,82
Republican,2012-09-21,80
Democrat,2012-09-22,52
Republican,2012-09-22,38
Democrat,2012-09-23,27
Republican,2012-09-23,21
Democrat,2012-09-24,65
Republican,2012-09-24,72
Democrat,2012-09-25,116
Republican,2012-09-25,101
Democrat,2012-09-26,65
Republican,2012-09-26,77
Democrat,2012-09-27,107
Republican,2012-09-27,86
Democrat,2012-09-28,95
Republican,2012-09-28,80
Democrat,2012-09-29,56
Republican,2012-09-29,40
Democrat,2012-09-30,45
Republican,2012-09-30,17
Democrat,2012-10-01,110
Republican,2012-10-01,77
Democrat,2012-10-02,109
Republican,2012-10-02,83
Democrat,2012-10-03,96
Republican,2012-10-03,105
Democrat,2012-10-04,142
Republican,2012-10-04,168
Democrat,2012-10-05,97
Republican,2012-10-05,79
Democrat,2012-10-06,65
Republican,2012-10-06,58
Democrat,2012-10-07,38
Republican,2012-10-07,25
Democrat,2012-10-08,72
Republican,2012-10-08,70
Democrat,2012-10-09,156
Republican,2012-10-09,76
Democrat,2012-10-10,85
Republican,2012-10-10,108
Democrat,2012-10-11,147
Republican,2012-10-11,114
Democrat,2012-10-12,159
Republican,2012-10-12,102
Democrat,2012-10-13,72
Republican,2012-10-13,33
Democrat,2012-10-14,139
Republican,2012-10-14,23
Democrat,2012-10-15,104
Republican,2012-10-15,54
Democrat,2012-10-16,113
Republican,2012-10-16,75
Democrat,2012-10-17,236
Republican,2012-10-17,127
Democrat,2012-10-18,170
Republican,2012-10-18,98
Democrat,2012-10-19,145
Republican,2012-10-19,78
Democrat,2012-10-20,95
Republican,2012-10-20,55
Democrat,2012-10-21,102
Republican,2012-10-21,63
Democrat,2012-10-22,144
Republican,2012-10-22,87
Democrat,2012-10-23,207
Republican,2012-10-23,147
Democrat,2012-10-24,203
Republican,2012-10-24,76
Democrat,2012-10-25,187
Republican,2012-10-25,105
Democrat,2012-10-26,197
Republican,2012-10-26,109
Democrat,2012-10-27,170
Republican,2012-10-27,66
Democrat,2012-10-28,132
Republican,2012-10-28,29
Democrat,2012-10-29,182
Republican,2012-10-29,82
Democrat,2012-10-30,144
Republican,2012-10-30,116
Democrat,2012-10-31,237
Republican,2012-10-31,157
Democrat,2012-11-01,201
Republican,2012-11-01,128
Democrat,2012-11-02,185
Republican,2012-11-02,152
Democrat,2012-11-03,238
Republican,2012-11-03,126
Democrat,2012-11-04,168
Republican,2012-11-04,81
Democrat,2012-11-05,239
Republican,2012-11-05,131
Democrat,2012-11-06,489
Republican,2012-11-06,249
Democrat,2012-11-07,241
Republican,2012-11-07,155
Democrat,2012-11-08,45
Republican,2012-11-08,47
Democrat,2012-11-09,38
Republican,2012-11-09,35
Democrat,2012-11-10,12
Republican,2012-11-10,21
Democrat,2012-11-11,27
Republican,2012-11-11,23
Democrat,2012-11-12,19
Republican,2012-11-12,28
Democrat,2012-11-13,38
Republican,2012-11-13,20
Democrat,2012-11-14,43
Republican,2012-11-14,59
Democrat,2012-11-15,40
Republican,2012-11-15,36
Democrat,2012-11-16,38
Republican,2012-11-16,57
Democrat,2012-11-17,16
Republican,2012-11-17,10
Democrat,2012-11-18,7
Republican,2012-11-18,6
Democrat,2012-11-19,16
Republican,2012-11-19,27
Democrat,2012-11-20,28
Republican,2012-11-20,25
Democrat,2012-11-21,24
Republican,2012-11-21,23
Democrat,2012-11-22,39
Republican,2012-11-22,32
Democrat,2012-11-23,5
Republican,2012-11-23,6
Democrat,2012-11-24,11
Republican,2012-11-24,7
Democrat,2012-11-25,4
Republican,2012-11-25,3
Democrat,2012-11-26,23
Republican,2012-11-26,32
Democrat,2012-11-27,20
Republican,2012-11-27,45
Democrat,2012-11-28,51
Republican,2012-11-28,52
Democrat,2012-11-29,36
Republican,2012-11-29,44
Democrat,2012-11-30,43
Republican,2012-11-30,48
Democrat,2012-12-01,42
Republican,2012-12-01,8
Democrat,2012-12-02,9
Republican,2012-12-02,5
Democrat,2012-12-03,41
Republican,2012-12-03,44
Democrat,2012-12-04,41
Republican,2012-12-04,51
Democrat,2012-12-05,46
Republican,2012-12-05,49
Democrat,2012-12-06,47
Republican,2012-12-06,43
Democrat,2012-12-07,45
Republican,2012-12-07,63
Democrat,2012-12-08,19
Republican,2012-12-08,14
Democrat,2012-12-09,7
Republican,2012-12-09,4
Democrat,2012-12-10,27
Republican,2012-12-10,37
Democrat,2012-12-11,39
Republican,2012-12-11,48
Democrat,2012-12-12,37
Republican,2012-12-12,50
Democrat,2012-12-13,48
Republican,2012-12-13,42
Democrat,2012-12-14,56
Republican,2012-12-14,47
Democrat,2012-12-15,10
Republican,2012-12-15,14
Democrat,2012-12-16,2
Republican,2012-12-16,5
Democrat,2012-12-17,38
Republican,2012-12-17,41
Democrat,2012-12-18,35
Republican,2012-12-18,41
Democrat,2012-12-19,37
Republican,2012-12-19,42
Democrat,2012-12-20,30
Republican,2012-12-20,39
Democrat,2012-12-21,36
Republican,2012-12-21,25
Democrat,2012-12-22,10
Republican,2012-12-22,7
Democrat,2012-12-23,2
Republican,2012-12-23,6
Democrat,2012-12-24,7
Republican,2012-12-24,12
Democrat,2012-12-25,10
Republican,2012-12-25,20
Democrat,2012-12-26,7
Republican,2012-12-26,13
Democrat,2012-12-27,21
Republican,2012-12-27,15
Democrat,2012-12-28,20
Republican,2012-12-28,21
Democrat,2012-12-29,9
Republican,2012-12-29,3
Democrat,2012-12-30,8
Republican,2012-12-30,15
Democrat,2012-12-31,15
Republican,2012-12-31,35
Democrat,2013-01-01,11
Republican,2013-01-01,31
Democrat,2013-01-02,42
Republican,2013-01-02,50
Democrat,2013-01-03,76
Republican,2013-01-03,73
Democrat,2013-01-04,35
Republican,2013-01-04,41
Democrat,2013-01-05,9
Republican,2013-01-05,8
Democrat,2013-01-06,10
Republican,2013-01-06,11
Democrat,2013-01-07,18
Republican,2013-01-07,27
Democrat,2013-01-08,25
Republican,2013-01-08,45
Democrat,2013-01-09,37
Republican,2013-01-09,53
Democrat,2013-01-10,25
Republican,2013-01-10,50
Democrat,2013-01-11,26
Republican,2013-01-11,39
Democrat,2013-01-12,14
Republican,2013-01-12,15
Democrat,2013-01-13,18
Republican,2013-01-13,6
Democrat,2013-01-14,26
Republican,2013-01-14,38
Democrat,2013-01-15,49
Republican,2013-01-15,39
Democrat,2013-01-16,40
Republican,2013-01-16,67
Democrat,2013-01-17,37
Republican,2013-01-17,30
Democrat,2013-01-18,29
Republican,2013-01-18,60
Democrat,2013-01-19,10
Republican,2013-01-19,19
Democrat,2013-01-20,10
Republican,2013-01-20,10
Democrat,2013-01-21,40
Republican,2013-01-21,26
Democrat,2013-01-22,41
Republican,2013-01-22,77
Democrat,2013-01-23,57
Republican,2013-01-23,58
Democrat,2013-01-24,37
Republican,2013-01-24,49
Democrat,2013-01-25,38
Republican,2013-01-25,61
Democrat,2013-01-26,15
Republican,2013-01-26,12
Democrat,2013-01-27,5
Republican,2013-01-27,9
Democrat,2013-01-28,50
Republican,2013-01-28,36
Democrat,2013-01-29,71
Republican,2013-01-29,53
Democrat,2013-01-30,48
Republican,2013-01-30,69
Democrat,2013-01-31,47
Republican,2013-01-31,51
Democrat,2013-02-01,42
Republican,2013-02-01,47
Democrat,2013-02-02,8
Republican,2013-02-02,16
Democrat,2013-02-03,16
Republican,2013-02-03,2
Democrat,2013-02-04,55
Republican,2013-02-04,43
Democrat,2013-02-05,49
Republican,2013-02-05,59
Democrat,2013-02-06,47
Republican,2013-02-06,75
Democrat,2013-02-07,46
Republican,2013-02-07,52
Democrat,2013-02-08,41
Republican,2013-02-08,46
Democrat,2013-02-09,14
Republican,2013-02-09,15
Democrat,2013-02-10,11
Republican,2013-02-10,8
Democrat,2013-02-11,32
Republican,2013-02-11,39
Democrat,2013-02-12,60
Republican,2013-02-12,70
Democrat,2013-02-13,156
Republican,2013-02-13,138
Democrat,2013-02-14,87
Republican,2013-02-14,59
Democrat,2013-02-15,45
Republican,2013-02-15,50
Democrat,2013-02-16,7
Republican,2013-02-16,10
Democrat,2013-02-17,8
Republican,2013-02-17,7
Democrat,2013-02-18,14
Republican,2013-02-18,13
Democrat,2013-02-19,32
Republican,2013-02-19,60
Democrat,2013-02-20,48
Republican,2013-02-20,56
Democrat,2013-02-21,52
Republican,2013-02-21,40
Democrat,2013-02-22,40
Republican,2013-02-22,44
Democrat,2013-02-23,10
Republican,2013-02-23,8
Democrat,2013-02-24,5
Republican,2013-02-24,10
Democrat,2013-02-25,35
Republican,2013-02-25,36
Democrat,2013-02-26,43
Republican,2013-02-26,44
Democrat,2013-02-27,53
Republican,2013-02-27,82
Democrat,2013-02-28,97
Republican,2013-02-28,52
Democrat,2013-03-01,57
Republican,2013-03-01,56
Democrat,2013-03-02,13
Republican,2013-03-02,26
Democrat,2013-03-03,8
Republican,2013-03-03,17
Democrat,2013-03-04,25
Republican,2013-03-04,36
Democrat,2013-03-05,45
Republican,2013-03-05,79
Democrat,2013-03-06,42
Republican,2013-03-06,80
Democrat,2013-03-07,50
Republican,2013-03-07,76
Democrat,2013-03-08,46
Republican,2013-03-08,40
Democrat,2013-03-09,32
Republican,2013-03-09,17
Democrat,2013-03-10,15
Republican,2013-03-10,15
Democrat,2013-03-11,32
Republican,2013-03-11,44
Democrat,2013-03-12,35
Republican,2013-03-12,63
Democrat,2013-03-13,90
Republican,2013-03-13,70
Democrat,2013-03-14,64
Republican,2013-03-14,80
Democrat,2013-03-15,43
Republican,2013-03-15,92
Democrat,2013-03-16,14
Republican,2013-03-16,30
Democrat,2013-03-17,23
Republican,2013-03-17,23
Democrat,2013-03-18,34
Republican,2013-03-18,34
Democrat,2013-03-19,53
Republican,2013-03-19,81
Democrat,2013-03-20,67
Republican,2013-03-20,81
Democrat,2013-03-21,58
Republican,2013-03-21,76
Democrat,2013-03-22,47
Republican,2013-03-22,77
Democrat,2013-03-23,29
Republican,2013-03-23,51
Democrat,2013-03-24,5
Republican,2013-03-24,10
Democrat,2013-03-25,38
Republican,2013-03-25,47
Democrat,2013-03-26,52
Republican,2013-03-26,59
Democrat,2013-03-27,49
Republican,2013-03-27,42
Democrat,2013-03-28,36
Republican,2013-03-28,54
Democrat,2013-03-29,18
Republican,2013-03-29,36
Democrat,2013-03-30,18
Republican,2013-03-30,19
Democrat,2013-03-31,11
Republican,2013-03-31,22
Democrat,2013-04-01,21
Republican,2013-04-01,42
Democrat,2013-04-02,23
Republican,2013-04-02,42
Democrat,2013-04-03,40
Republican,2013-04-03,43
Democrat,2013-04-04,40
Republican,2013-04-04,35
Democrat,2013-04-05,39
Republican,2013-04-05,56
Democrat,2013-04-06,16
Republican,2013-04-06,20
Democrat,2013-04-07,9
Republican,2013-04-07,20
Democrat,2013-04-08,44
Republican,2013-04-08,71
Democrat,2013-04-09,103
Republican,2013-04-09,75
Democrat,2013-04-10,54
Republican,2013-04-10,84
Democrat,2013-04-11,50
Republican,2013-04-11,75
Democrat,2013-04-12,40
Republican,2013-04-12,74
Democrat,2013-04-13,25
Republican,2013-04-13,19
Democrat,2013-04-14,15
Republican,2013-04-14,7
Democrat,2013-04-15,60
Republican,2013-04-15,91
Democrat,2013-04-16,46
Republican,2013-04-16,69
Democrat,2013-04-17,59
Republican,2013-04-17,102
Democrat,2013-04-18,44
Republican,2013-04-18,83
Democrat,2013-04-19,34
Republican,2013-04-19,80
Democrat,2013-04-20,21
Republican,2013-04-20,60
Democrat,2013-04-21,8
Republican,2013-04-21,17
Democrat,2013-04-22,72
Republican,2013-04-22,56
Democrat,2013-04-23,55
Republican,2013-04-23,75
Democrat,2013-04-24,57
Republican,2013-04-24,82
Democrat,2013-04-25,44
Republican,2013-04-25,104
Democrat,2013-04-26,39
Republican,2013-04-26,69
Democrat,2013-04-27,11
Republican,2013-04-27,20
Democrat,2013-04-28,19
Republican,2013-04-28,16
Democrat,2013-04-29,38
Republican,2013-04-29,61
Democrat,2013-04-30,66
Republican,2013-04-30,62
Democrat,2013-05-01,42
Republican,2013-05-01,58
Democrat,2013-05-02,50
Republican,2013-05-02,63
Democrat,2013-05-03,32
Republican,2013-05-03,50
Democrat,2013-05-04,6
Republican,2013-05-04,19
Democrat,2013-05-05,14
Republican,2013-05-05,10
Democrat,2013-05-06,45
Republican,2013-05-06,59
Democrat,2013-05-07,73
Republican,2013-05-07,72
Democrat,2013-05-08,64
Republican,2013-05-08,118
Democrat,2013-05-09,46
Republican,2013-05-09,76
Democrat,2013-05-10,26
Republican,2013-05-10,71
Democrat,2013-05-11,14
Republican,2013-05-11,22
Democrat,2013-05-12,26
Republican,2013-05-12,26
Democrat,2013-05-13,39
Republican,2013-05-13,104
Democrat,2013-05-14,44
Republican,2013-05-14,120
Democrat,2013-05-15,74
Republican,2013-05-15,132
Democrat,2013-05-16,92
Republican,2013-05-16,141
Democrat,2013-05-17,59
Republican,2013-05-17,79
Democrat,2013-05-18,13
Republican,2013-05-18,27
Democrat,2013-05-19,18
Republican,2013-05-19,17
Democrat,2013-05-20,38
Republican,2013-05-20,80
Democrat,2013-05-21,64
Republican,2013-05-21,100
Democrat,2013-05-22,66
Republican,2013-05-22,112
Democrat,2013-05-23,67
Republican,2013-05-23,89
Democrat,2013-05-24,37
Republican,2013-05-24,55
Democrat,2013-05-25,9
Republican,2013-05-25,10
Democrat,2013-05-26,11
Republican,2013-05-26,16
Democrat,2013-05-27,31
Republican,2013-05-27,56
Democrat,2013-05-28,22
Republican,2013-05-28,67
Democrat,2013-05-29,45
Republican,2013-05-29,57
Democrat,2013-05-30,32
Republican,2013-05-30,64
Democrat,2013-05-31,27
Republican,2013-05-31,46
Democrat,2013-06-01,14
Republican,2013-06-01,22
Democrat,2013-06-02,9
Republican,2013-06-02,10
Democrat,2013-06-03,45
Republican,2013-06-03,73
Democrat,2013-06-04,55
Republican,2013-06-04,151
Democrat,2013-06-05,60
Republican,2013-06-05,94
Democrat,2013-06-06,47
Republican,2013-06-06,108
Democrat,2013-06-07,38
Republican,2013-06-07,62
Democrat,2013-06-08,20
Republican,2013-06-08,16
Democrat,2013-06-09,20
Republican,2013-06-09,22
Democrat,2013-06-10,66
Republican,2013-06-10,69
Democrat,2013-06-11,51
Republican,2013-06-11,62
Democrat,2013-06-12,64
